Number,Translator,Chinese Sentences,Gloss,Note
train-04563,L,这声音好熟悉。,声音/熟悉/。,
train-04564,L,这天真舒服。,天/舒服/舒服/。,
train-04565,L,这太不公平了。,这/不公平/不行2/。,
train-04566,L,这学期你的导师是哪几个？,这/学期/你/导师/谁/？,
train-04567,L,这完全不在一个档次。,档次/不一样/。,
train-04568,L,这客厅有多大？,客厅/广场/大/多少/？,
train-04569,L,这家伙到底是什么意思？,这/人/意思/？,
train-04570,L,这家公司向救济组织捐了巨款。,公司/这/钱/多/捐献/救助/组织2/。,
train-04571,L,这家公司是我们的老客户。,这/公司/是/我们/多次/客人/。,多次
train-04572,L,这家商店在廉价出售多种甜食。,这/商店/卖/种类/多/甜/食品/钱/便宜/。,
train-04573,L,这家店什么时候结束营业？,这/家/下班/什么/时候/？,
train-04574,L,这家自助餐馆菜品很多。,这/家/自助餐/菜/不一样/多/。,
train-04575,L,这封信不急，但很重要，怎么能够保证更安全到达呢？,这/信/急/不/但是/重要/重要/怎么/保证/到/安全/？,
train-04576,L,这就是人生。,这/人生/。,人生
train-04577,L,这就是你的新学校吗？,你/新1/学校/这/是/？,
train-04578,L,这届顾客也更趋向理性。,这/届/顾客/形势/理性/多/。,
train-04579,L,这工作不麻烦很简单。,工作1/这/简单/完了/。,
train-04580,L,这幅画要在远处欣赏。,这/画/远/欣赏/好/。,
train-04581,L,这幢房子是什么时候建造的？,这/建筑2/什么/时候/？,
train-04582,L,这幢楼里还有空房间吗？,这/楼/剩余/家/空/有/？,
train-04583,L,这床正是我想要的。,床/这/我/想/要/是/。,
train-04584,L,这座城市的每一条街道我都非常清楚。,城市/这/街道/每/我/都/知道/。,
train-04585,L,这座塔楼于元宵夜失火。,这/塔/在/元宵节/晚上/火/火/。,
train-04586,L,这座小港口已发展成为一个大城市。,小/港口/这/现在/形势/大/城市/。,
train-04587,L,这座山又高又陡。,这/山/高/陡/厉害/。,
train-04588,L,这座山好高呀。,山/这/高/。,
train-04589,L,这张专辑的主打歌是我的最爱。,主/专门/卖/唱歌/这/我/最2/爱/。,
train-04590,L,这张是2015年最畅销的专辑。,这/2/0/1/5/年/专门/畅销/。,
train-04591,L,这很重要。,这/重要/重要/。,
train-04592,L,这得看情况。,看/情况/要/。,
train-04593,L,这我完全不懂。,这/我/和/不懂/。,
train-04594,L,这房子你想租用多久？,房子/这/你/想/租/时间/多少/？,
train-04595,L,这房子太旧了，需要刷一下。,房子/旧/刷/要/。,
train-04596,L,这房子已经装修过了，而且家具也齐全。,房子/装修/完了/家具/全/。,
train-04597,L,这房子看起来很旧，但实际上很新。,房子/看/好像/旧/但是/这/新/新/。,
train-04598,L,这房间靠南的墙壁上。,房子/墙壁/靠/南/。,
train-04599,L,这所中学大约有2000个学生。,中学/这/学生/大概/2000/。,
train-04600,L,这房子是我爷爷的。,这/房/我/爷爷/是/。,
train-04601,L,这房子是我自己的。,这/房/我/是/。,
train-04602,L,这才是上半场呢。,现在/广场/上/半/。,
train-04603,L,这才是最美的风景。,这/风景/最2/美丽/。,
train-04604,L,这才是纯正的巴黎口音。,这/巴黎/方/说/好/。,
train-04605,L,这把椅子挡道了，咱们把它搬开吧。,椅子/挡/咱俩/搬/。,
train-04606,L,这新鲜的果汁真好喝，你能告诉我怎么做吗？,水果/喝/好吃/告诉（我）/怎么/做/可以/？,
train-04607,L,这无法让人相信。,这/事2/人/相信/困难1/。,
train-04608,L,这是一个惊喜派对。,派对/这/惊奇/。,派对
train-04609,L,这是一个难得的机会。,这/机会/珍惜/。,
train-04610,L,这是一串不协调的颤音。,这/音乐/颤抖/协调/不好/。,不好
train-04611,L,这是一场友谊赛。,这/友谊/比赛/。,
train-04612,L,这是一座美丽而无污染的城市。,这/城市/美丽/污染/没有2/。,
train-04613,L,这是绿叶。,这/茶/茶/。,
train-04614,L,这是一种怕人的鸟。,鸟/这/种类/害怕/人/。,
train-04615,L,这是一部感人的电影。,这/电影/感动/。,
train-04616,L,这是一项有限的目标。,这/目标/有限1/。,
train-04617,L,这是不可能完成的任务。,这/任务/困难2/完成/不行2/。,
train-04618,L,这是不是你第一次吃这种水果？,水果/这/你/第一次/吃/是/？,
train-04619,L,这是个好主意，我会记住的。,这/优雅/我/记忆/。,
train-04620,L,这是个小失误。,这/错误/小/。,
train-04621,L,这是个打高尔夫球的。,这/高尔夫球/。,
train-04622,L,这是个明智的选择。,这/选择/聪明1/。,
train-04623,L,这是个消磨时间的好方式。,时间/消磨/这/方法/好/。,
train-04624,L,这是中式餐厅，我可以为你服务吗？,这/中国/饭店/我/服务/你/可以/？,
train-04625,L,这是什么意思？,这/意思/？,
train-04626,L,这是什么街？,街道/这/什么/？,
train-04627,L,这是什么货物？,这/什么/东西/？,
train-04628,L,这是什么鱼？,这/鱼/姓名/什么/？,
train-04629,L,这是他创作的一个好例子。,例子/好/他/创造/。,
train-04630,L,这是你应得的。,这/属于3/你/应该/。,
train-04631,L,这是你的吗？,这/你/你/？,
train-04632,L,这是你的看电影时间段吗？,时间/段/这/你/看/电影/是/？,
train-04633,L,这是你的请帖，你一定去啊。,这/你/请帖/去/必须/。,请帖
train-04634,L,这是你自找的。,这/你/自己/问题/。,
train-04635,L,这是你该关注的焦点吗？,这/焦点/你/看1/应该/？,
train-04636,L,这是她的本行。,这/她/自己/行业/。,
train-04637,L,这个好不好？,这/好不好/？,
train-04638,L,这是干嘛去了？,去/干/什么/？,
train-04639,L,这是怎么回事？,这/什么/？,
train-04640,L,这是怎么搞得？,这/怎么/？,
train-04641,L,这是你的存折，你以后存取款时请带来。,存折/你/你/以后/存款/拿/这/要/。,
train-04642,L,这是我一生中最幸福的瞬间。,这/一刹那/我/成长/最/幸福/。,
train-04643,L,这是我们先看上的。,这/我们/先/选择/。,
train-04644,L,这是我们应该做的。,我们/做/这/应该/。,
train-04645,L,这是我们的客厅。,这/我们/客厅/。,
train-04646,L,这是我们的心意。,这/我们/心/意思/。,
train-04647,L,这是我们的教室。,这/我们/教室/。,
train-04648,L,这是我做的椅子。,椅子/这/我/做/。,
train-04649,L,这是我吃过最好吃的菜了。,菜/我/成长/吃/好吃/这/。,好吃
train-04650,L,这是我向你借的书。,书/这/我/借1/是/。,
train-04651,L,这是我国历史上的一个新纪元。,这/中国/历史/新2/时代/。,
train-04652,L,这是我带回中国的纪念品。,纪念/东西2/这/我/带/去/中国/。,
train-04653,L,这是我期待的。,这/我/期待/是/。,
train-04654,L,这是我收到的最棒的礼物。,这/礼物/我/收获/称赞2/。,
train-04655,L,这是我新年送给你的礼物。,礼物/这/我/新年/送/你/是/。,
train-04656,L,这是我最喜欢的。,这/我/喜欢/喜欢/。,
train-04657,L,这是我最喜欢的水果。,水果/这/我/喜欢/喜欢/。,
train-04658,L,这是我最拿手的一道菜。,这/菜/我/烹饪/技术好/。,
train-04659,L,这是我朋友。,这/我/朋友/。,
train-04660,L,这是我的个人用品。,这/我/自己/东西2/。,
train-04661,L,这是我的疏忽。,这/我/疏忽/。,
train-04662,L,这是我的行李票。,行李/票/这/我/。,
train-04663,L,这是我的责任，不是你的责任。,这/我/责任/和/你/没关系2/。,
train-04664,L,这是我的辞职信。,这/我/辞职1/信/。,
train-04665,L,这是我的错。,这/错误/我/我/。,
train-04666,L,这是我第一次坐飞机。,我/第一次/飞机/。,
train-04667,L,这是我第一次来美容院。,这/美容/广场/我/第一次/来/。,
train-04668,L,这是我给你们的一点心意。,这/我/给/你们/少/少/心/意思/。,
train-04669,L,这是我要托运的行李。,行李/这/我/托运/需要1/。,
train-04670,L,这是我读过的最棒的一本书。,这/我/读书/感觉/称赞/。,
train-04671,L,这是明天的日程安排。,这/明天/日程/安排/。,
train-04672,L,这是本周的第二次了。,这/今天/一周/第二次/。,
train-04673,L,这是本地产品。,产品/菜/这/这/。,
train-04674,L,这条街都有卖什么的？,街道/这/卖/什么/？,
train-04675,L,这是毫无争议的历史事实。,这/历史/事实/争议/没用2/。,
train-04676,L,这是现场直播吗？,这/现在/广场/录像/是/？,
train-04677,L,这是由著名设计师设计的。,这/著名/老师/设计/是/。,
train-04678,L,这是红木床。,这/床/红/木头/。,
train-04679,L,这是给你的礼物。,这/礼物/给（你）/。,
train-04680,L,这是订货单。,这/决定/文件1/。,
train-04681,L,这是让你离开的好办法。,让/你/离开/方法/这/好/。,
train-04682,L,这是谁主演的？,这/主演/谁/？,
train-04683,L,这是这个城市最繁忙的管辖区。,这/繁忙/城市/统治/区/是/。,
train-04684,L,这是违法的。,这/违法1/。,
train-04685,L,这是追梦者的新时代。,新2/时代/人/梦/追求/是/。,
train-04686,L,这是送给你的生日礼物。,你/生日/礼物/给/。,
train-04687,L,这是重播吗？,这/反复/摄像/是/？,
train-04688,L,这有什么大不了的。,这/没有2/什么/。,
train-04689,L,这有点困难。,这/困难2/少/少/。,
train-04690,L,这本书我们没有现货，但是可以帮你预订。,这/书/我们/存/没有2/但是/帮助/预定/可以/。,预定
train-04691,L,这条丝头巾可以放在信内交寄吗？,这/丝2/头巾/存储/信/里/寄信/可以/？,头巾
train-04692,L,这条河的河道很窄。,这/河/窄/窄/。,
train-04693,L,这条裤子要洗吗？,这/裤子/洗/要/？,
train-04694,L,这条裤子适合我吗？,这/我/裤子/合适1/？,
train-04695,L,这条路在这里分岔。,道路/这/分叉/。,分叉
train-04696,L,这条路怎么没有路灯？,道路/这/灯/没有2/？,
train-04697,L,这条路禁止通行。,道路/走/禁止/。,
train-04698,L,这条高铁线路连接大连与北京。,高铁/这/道路/和/大连/北京/联系/。,大连
train-04699,L,这条鱼好大。,这/鱼/大/大/。,
train-04700,L,这条鱼好新鲜。,鱼/这/新鲜2/。,
train-04701,L,这样太耽误了。,这/耽误1/耽误1/。,
train-04702,L,这样很容易发生交通事故。,样子/这/交通/事2/不好/发生/容易/。,不好
train-04703,L,这样有助于去除农药残留物。,这/农/药/剩余/清除/可以/。,
train-04704,L,这样的事我也听说过。,这/事2/我/知道/。,
train-04705,L,这样的处理结果有点太重了。,这/结果/处理2/显眼/。,
train-04706,L,这次会议对于东亚未来和平至关重要。,会议/对/亚洲/东/这/未来/和/平/重要/。,
train-04707,L,这次出去可难了。,这/去/困难2/。,
train-04708,L,这次我真的给搞砸了。,这/我/破坏/。,
train-04709,L,这次由我请客。,这/我/请/。,
train-04710,L,这次经济繁荣能保持多久？,这/经济/富/保持/时间/多久/？,
train-04711,L,这款口红非常热销。,这/口红2/卖/卖/厉害/。,
train-04712,L,这款手机怎么样？,这/手机/怎么/？,
train-04713,L,这正是我需要的。,这/我/需要1/是/。,
train-04714,L,这湖里的水好干净。,这/湖/干净/。,
train-04715,L,这点小事。,这/小/事2/。,
train-04716,L,这照片你怎么看？,照片/这/怎么/？,
train-04717,L,这牛奶过期了。,牛奶/过期/。,
train-04718,L,这牛瘦肉很新鲜。,牛/肉/瘦/这/新鲜/。,
train-04719,L,这班地铁多长时间来一次？,地铁/到/这/时间/多少/？,
train-04720,L,这班火车什么时候到北京？,火车/这/到/北京/时间/多少/？,
train-04721,L,这班飞机会准时到达吗？,飞机/这/到/时间/准/会/？,准
train-04722,L,这电影真无聊。,电影/无聊/。,
train-04723,L,这电梯太慢了。,电梯/慢2/。,
train-04724,L,这看起来不错。,这/看1/好/。,
train-04725,L,这真令人激动。,这/激动/。,
train-04726,L,这真是太好了。,这/称赞2/。,
train-04727,L,这真是太棒了。,这/称赞1/。,
train-04728,L,这真是太神奇了。,这/惊奇/。,
train-04729,L,这真难以置信。,这/信/困难2/。,
train-04730,L,这种事不会再发生了。,这/事2/发生/再/不会/。,
train-04731,L,这种事你怎么可能答应。,这/事1/你/答应/不行2/。,
train-04732,L,这种事谁都会遇到。,这/事2/每/人/相遇/会/。,
train-04733,L,这种场合穿什么都可以。,气氛/这/穿/随便1/。,
train-04734,L,这种情况下应该怎么做？,这/情况/怎么/做/？,
train-04735,L,这种款式的自行车是最新式的。,自行车1/这/形势/最/新1/。,
train-04736,L,这种水果好贵啊。,水果/这/钱/贵/。,
train-04737,L,这种环境下，不适合人口长期居住。,广场/这/人/居住/时间/长/不行2/。,
train-04738,L,这种类型的工作我曾经做过。,工作/样子/这/我/以前/体验/。,
train-04739,L,这种蓝色和衣服上的淡蓝色小点很配。,蓝/这/和/衣服/这/浅/蓝/合适2/。,
train-04740,L,这种蔬菜调味酱尝起来很好吃。,菜/调味酱/这/好吃/。,好吃、调味酱
train-04741,L,这种袜子的颜色还可以。,袜子/这/颜色/可以/。,
train-04742,L,这究竟是为什么呢？,这/最终/为什么/？,
train-04743,L,这空调怎么不制冷？,空调/开/做/冷/不/为什么/？,
train-04744,L,这简直是突如其来的惊喜。,这/惊讶/突然/。,
train-04745,L,这简直让人不敢相信。,这/人/相信/困难1/。,
train-04746,L,这算不上厉害。,厉害/不/。,
train-04747,L,这给人带来巨大的喜悦。,这/给/人/快乐/多/。,
train-04748,L,这绝对是个例外。,这/不同/肯定/是/。,
train-04749,L,这绝对有问题。,这/问题/肯定/有/。,
train-04750,L,这船走得真快。,船/这/快/。,
train-04751,L,这艘游轮可乘载多少乘客呢？,船/这/人/坐/最2/多/多少/？,
train-04752,L,这艘船什么时候出发去上海？,船/这/开始/去/上海/几点/？,几点
train-04753,L,这艘船定于第二天早晨启航。,船/这/决定/第二/天/早上1/走/。,
train-04754,L,这花真漂亮，你不必这么破费的。,这/花/漂亮/漂亮/你/破/钱/没用1/。,
train-04755,L,这药太苦了。,药/苦/苦/。,
train-04756,L,这药有效果吗？,药/效果/有/？,
train-04757,L,这萝卜多少钱？,萝卜/多少钱/？,
train-04758,L,这衣服好像蛮合身的。,衣服/这/合适1/。,
train-04759,L,这袋薯片多少钱？,薯片/这/多少钱/？,薯片
